File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF539IOB	tar	tar		differential splicing quantifications	hg19	ENCSR905HID	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2332/'], '@type': ['Target', 'Item'], 'name': 'FMR1-human', 'label': 'FMR1', '@id': '/targets/FMR1-human/', 'title': 'FMR1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8c265cf2-6bb4-424f-9828-65b84053aedf', 'status': 'released'}				FMR1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2015-08-18	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF045GQX/, /files/ENCFF035LSX/, /files/ENCFF829TUN/, /files/ENCFF350VVR/	18308099	Brenton Graveley, UConn	d51b19a0f29244d73e53fedcae9f65e1		https://www.encodeproject.org/files/ENCFF539IOB/@@download/ENCFF539IOB.tar.gz	V19			released	s3://encode-public/2019/11/13/819f661a-9278-4435-b95e-94c0be4f8a15/ENCFF539IOB.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/819f661a-9278-4435-b95e-94c0be4f8a15/ENCFF539IOB.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF767THE	tar	tar		differential splicing quantifications	hg19	ENCSR905HID	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2332/'], '@type': ['Target', 'Item'], 'name': 'FMR1-human', 'label': 'FMR1', '@id': '/targets/FMR1-human/', 'title': 'FMR1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8c265cf2-6bb4-424f-9828-65b84053aedf', 'status': 'released'}				FMR1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2015-08-18	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF045GQX/, /files/ENCFF035LSX/, /files/ENCFF829TUN/, /files/ENCFF350VVR/	3526394	Brenton Graveley, UConn	6c2068d1cda608b0b459aea2e299e0fd		https://www.encodeproject.org/files/ENCFF767THE/@@download/ENCFF767THE.tar.gz	V19			released	s3://encode-public/2019/11/13/276d3528-03a5-41c5-aadf-e88889aba5e9/ENCFF767THE.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/276d3528-03a5-41c5-aadf-e88889aba5e9/ENCFF767THE.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF199ZET	tar	tar		differential splicing quantifications	hg19	ENCSR905HID	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2332/'], '@type': ['Target', 'Item'], 'name': 'FMR1-human', 'label': 'FMR1', '@id': '/targets/FMR1-human/', 'title': 'FMR1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '8c265cf2-6bb4-424f-9828-65b84053aedf', 'status': 'released'}				FMR1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2015-08-18	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF045GQX/, /files/ENCFF035LSX/, /files/ENCFF829TUN/, /files/ENCFF350VVR/	4495282	Brenton Graveley, UConn	52ff59ea56b3282a6fdfe3c586777978		https://www.encodeproject.org/files/ENCFF199ZET/@@download/ENCFF199ZET.tar.gz	V19			released	s3://encode-public/2019/11/13/16177b62-2e7a-4907-8f48-6ec5e28d2e78/ENCFF199ZET.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/16177b62-2e7a-4907-8f48-6ec5e28d2e78/ENCFF199ZET.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF086IGQ	tar	tar		differential splicing quantifications	hg19	ENCSR947OIM	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55696/'], '@type': ['Target', 'Item'], 'name': 'RBM22-human', 'label': 'RBM22', '@id': '/targets/RBM22-human/', 'title': 'RBM22 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '7e2adc33-456e-4444-85d0-353351eaa70b', 'status': 'released'}				RBM22-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF535LRB/, /files/ENCFF016WOB/, /files/ENCFF019XTR/, /files/ENCFF970PYT/	16327559	Brenton Graveley, UConn	44e67bb03c175a3b8eb770012dbaf966		https://www.encodeproject.org/files/ENCFF086IGQ/@@download/ENCFF086IGQ.tar.gz	V19			released	s3://encode-public/2019/11/13/9c2509a8-23f9-4eb1-92e3-99f04c3f7172/ENCFF086IGQ.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/9c2509a8-23f9-4eb1-92e3-99f04c3f7172/ENCFF086IGQ.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF708ABO	tar	tar		differential splicing quantifications	hg19	ENCSR947OIM	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55696/'], '@type': ['Target', 'Item'], 'name': 'RBM22-human', 'label': 'RBM22', '@id': '/targets/RBM22-human/', 'title': 'RBM22 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '7e2adc33-456e-4444-85d0-353351eaa70b', 'status': 'released'}				RBM22-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF535LRB/, /files/ENCFF016WOB/, /files/ENCFF019XTR/, /files/ENCFF970PYT/	4157796	Brenton Graveley, UConn	fcb671cf405b21d9c7f8923497e9f34f		https://www.encodeproject.org/files/ENCFF708ABO/@@download/ENCFF708ABO.tar.gz	V19			released	s3://encode-public/2019/11/13/ea1990bf-798a-42a0-a1b9-d430084ae738/ENCFF708ABO.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/ea1990bf-798a-42a0-a1b9-d430084ae738/ENCFF708ABO.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF349MKR	tar	tar		differential splicing quantifications	hg19	ENCSR947OIM	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55696/'], '@type': ['Target', 'Item'], 'name': 'RBM22-human', 'label': 'RBM22', '@id': '/targets/RBM22-human/', 'title': 'RBM22 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '7e2adc33-456e-4444-85d0-353351eaa70b', 'status': 'released'}				RBM22-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF535LRB/, /files/ENCFF016WOB/, /files/ENCFF019XTR/, /files/ENCFF970PYT/	4835984	Brenton Graveley, UConn	b306061ea16e8f005e743cf7cf3df74b		https://www.encodeproject.org/files/ENCFF349MKR/@@download/ENCFF349MKR.tar.gz	V19			released	s3://encode-public/2019/11/13/52bb0ca2-ec44-4a60-b7d0-8ccd32cb95ab/ENCFF349MKR.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/52bb0ca2-ec44-4a60-b7d0-8ccd32cb95ab/ENCFF349MKR.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF221MMK	tar	tar		differential splicing quantifications	hg19	ENCSR694LKY	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7072/'], '@type': ['Target', 'Item'], 'name': 'TIA1-human', 'label': 'TIA1', '@id': '/targets/TIA1-human/', 'title': 'TIA1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '69872a43-93e2-4c53-955a-1191cc13a4ea', 'status': 'released'}				TIA1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF011BRT/, /files/ENCFF425JBA/, /files/ENCFF019XTR/, /files/ENCFF970PYT/	16534638	Brenton Graveley, UConn	fab79cb474afdd15f9dd1b885ef42792		https://www.encodeproject.org/files/ENCFF221MMK/@@download/ENCFF221MMK.tar.gz	V19			released	s3://encode-public/2019/11/13/dc116c48-b1cc-473c-821e-09017b6f3efd/ENCFF221MMK.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/dc116c48-b1cc-473c-821e-09017b6f3efd/ENCFF221MMK.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF584EWM	tar	tar		differential splicing quantifications	hg19	ENCSR694LKY	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7072/'], '@type': ['Target', 'Item'], 'name': 'TIA1-human', 'label': 'TIA1', '@id': '/targets/TIA1-human/', 'title': 'TIA1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '69872a43-93e2-4c53-955a-1191cc13a4ea', 'status': 'released'}				TIA1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF011BRT/, /files/ENCFF425JBA/, /files/ENCFF019XTR/, /files/ENCFF970PYT/	4293506	Brenton Graveley, UConn	5c6c263adfea5e6d97cc0564a4a40333		https://www.encodeproject.org/files/ENCFF584EWM/@@download/ENCFF584EWM.tar.gz	V19			released	s3://encode-public/2019/11/13/7a9a20ab-7dde-4a43-a017-b88825c6ee98/ENCFF584EWM.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/7a9a20ab-7dde-4a43-a017-b88825c6ee98/ENCFF584EWM.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF379TOR	tar	tar		differential splicing quantifications	hg19	ENCSR694LKY	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7072/'], '@type': ['Target', 'Item'], 'name': 'TIA1-human', 'label': 'TIA1', '@id': '/targets/TIA1-human/', 'title': 'TIA1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '69872a43-93e2-4c53-955a-1191cc13a4ea', 'status': 'released'}				TIA1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF011BRT/, /files/ENCFF425JBA/, /files/ENCFF019XTR/, /files/ENCFF970PYT/	3704563	Brenton Graveley, UConn	9846dd8b22095b1c126c3ba17be98c71		https://www.encodeproject.org/files/ENCFF379TOR/@@download/ENCFF379TOR.tar.gz	V19			released	s3://encode-public/2019/11/13/2ec19036-f359-44f8-b3f1-cfcea2d10c30/ENCFF379TOR.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/2ec19036-f359-44f8-b3f1-cfcea2d10c30/ENCFF379TOR.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF233WYA	tar	tar		differential splicing quantifications	hg19	ENCSR927JXU	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'dbxrefs': ['FactorBook:FUS'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2521/'], '@type': ['Target', 'Item'], 'label': 'FUS', 'title': 'FUS (Homo sapiens)', 'investigated_as': ['DNA repair', 'cofactor'], 'uuid': '81c1c083-feb2-45b2-8772-47bd05a39449', 'schema_version': '14', 'name': 'FUS-human', '@id': '/targets/FUS-human/', 'status': 'released'}				FUS-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF162PMY/, /files/ENCFF382DXD/, /files/ENCFF383QRK/, /files/ENCFF712XJM/	3900567	Brenton Graveley, UConn	bebabbadb60a932e24fc4f5347c1d7d0		https://www.encodeproject.org/files/ENCFF233WYA/@@download/ENCFF233WYA.tar.gz	V19			released	s3://encode-public/2019/11/13/ab737cd8-f0a8-4add-a86b-8b3958ec6382/ENCFF233WYA.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/ab737cd8-f0a8-4add-a86b-8b3958ec6382/ENCFF233WYA.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF295YFJ	tar	tar		differential splicing quantifications	hg19	ENCSR927JXU	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'dbxrefs': ['FactorBook:FUS'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2521/'], '@type': ['Target', 'Item'], 'label': 'FUS', 'title': 'FUS (Homo sapiens)', 'investigated_as': ['DNA repair', 'cofactor'], 'uuid': '81c1c083-feb2-45b2-8772-47bd05a39449', 'schema_version': '14', 'name': 'FUS-human', '@id': '/targets/FUS-human/', 'status': 'released'}				FUS-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF162PMY/, /files/ENCFF382DXD/, /files/ENCFF383QRK/, /files/ENCFF712XJM/	15888272	Brenton Graveley, UConn	b766ffb27c011474fa59b0fc73ecb4ad		https://www.encodeproject.org/files/ENCFF295YFJ/@@download/ENCFF295YFJ.tar.gz	V19			released	s3://encode-public/2019/11/13/fac051d8-1435-4d71-a500-f6d3543d9d29/ENCFF295YFJ.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/fac051d8-1435-4d71-a500-f6d3543d9d29/ENCFF295YFJ.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF915LBL	tar	tar		differential splicing quantifications	hg19	ENCSR927JXU	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'dbxrefs': ['FactorBook:FUS'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2521/'], '@type': ['Target', 'Item'], 'label': 'FUS', 'title': 'FUS (Homo sapiens)', 'investigated_as': ['DNA repair', 'cofactor'], 'uuid': '81c1c083-feb2-45b2-8772-47bd05a39449', 'schema_version': '14', 'name': 'FUS-human', '@id': '/targets/FUS-human/', 'status': 'released'}				FUS-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF162PMY/, /files/ENCFF382DXD/, /files/ENCFF383QRK/, /files/ENCFF712XJM/	3341145	Brenton Graveley, UConn	b6e10d6aba179c232497f375f1cc29c6		https://www.encodeproject.org/files/ENCFF915LBL/@@download/ENCFF915LBL.tar.gz	V19			released	s3://encode-public/2019/11/13/4f779efd-7355-480f-b017-b521ed838df3/ENCFF915LBL.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/4f779efd-7355-480f-b017-b521ed838df3/ENCFF915LBL.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF554GUL	tar	tar		differential splicing quantifications	hg19	ENCSR780YFF	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8087/'], '@type': ['Target', 'Item'], 'name': 'FXR1-human', 'label': 'FXR1', '@id': '/targets/FXR1-human/', 'title': 'FXR1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '82579397-240e-46ff-be25-4310455947ef', 'status': 'released'}				FXR1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF999GCB/, /files/ENCFF437UPW/, /files/ENCFF309OOI/, /files/ENCFF209PLP/	4756438	Brenton Graveley, UConn	0393350efe7ccc75ebe1318f34ce1af1		https://www.encodeproject.org/files/ENCFF554GUL/@@download/ENCFF554GUL.tar.gz	V19			released	s3://encode-public/2019/11/13/799ec9aa-3fae-4d53-b356-eaddf653a275/ENCFF554GUL.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/799ec9aa-3fae-4d53-b356-eaddf653a275/ENCFF554GUL.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF974WZY	tar	tar		differential splicing quantifications	hg19	ENCSR780YFF	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8087/'], '@type': ['Target', 'Item'], 'name': 'FXR1-human', 'label': 'FXR1', '@id': '/targets/FXR1-human/', 'title': 'FXR1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '82579397-240e-46ff-be25-4310455947ef', 'status': 'released'}				FXR1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF999GCB/, /files/ENCFF437UPW/, /files/ENCFF309OOI/, /files/ENCFF209PLP/	3883457	Brenton Graveley, UConn	3bac70c9759d5710e9d4049ea98a90fa		https://www.encodeproject.org/files/ENCFF974WZY/@@download/ENCFF974WZY.tar.gz	V19			released	s3://encode-public/2019/11/13/a3b4cde2-a573-4e73-9fb0-52ef19b39b30/ENCFF974WZY.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/a3b4cde2-a573-4e73-9fb0-52ef19b39b30/ENCFF974WZY.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF963EAX	tar	tar		differential splicing quantifications	hg19	ENCSR780YFF	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8087/'], '@type': ['Target', 'Item'], 'name': 'FXR1-human', 'label': 'FXR1', '@id': '/targets/FXR1-human/', 'title': 'FXR1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '82579397-240e-46ff-be25-4310455947ef', 'status': 'released'}				FXR1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF999GCB/, /files/ENCFF437UPW/, /files/ENCFF309OOI/, /files/ENCFF209PLP/	16771929	Brenton Graveley, UConn	3aabf2de4c4806e439d762a5268b8457		https://www.encodeproject.org/files/ENCFF963EAX/@@download/ENCFF963EAX.tar.gz	V19			released	s3://encode-public/2019/11/13/ee7168ca-9bb5-46b0-a660-deb8924babba/ENCFF963EAX.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/ee7168ca-9bb5-46b0-a660-deb8924babba/ENCFF963EAX.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
