ID	Name	Type	MDA	MCF	UHRR	K562	HEK	Hela	Plasma
ENSG00000085382	HACE1	protein_coding	10	102	601	77	101	694	18
ENSG00000085415	SEH1L	protein_coding	155	237	1892	223	327	1944	12
ENSG00000085433	WDR47	protein_coding	98	149	461	167	367	1003	24
ENSG00000085449	WDFY1	protein_coding	130	199	1105	102	181	550	23
ENSG00000085465	OVGP1	protein_coding	14	8	63	1	15	0	8
ENSG00000085491	SLC25A24	protein_coding	253	1090	1605	124	160	1996	16
ENSG00000085511	MAP3K4	protein_coding	35	139	1071	222	167	895	16
ENSG00000085514	PILRA	protein_coding	64	149	803	99	83	353	40
ENSG00000085552	IGSF9	protein_coding	7	140	132	9	18	0	5
ENSG00000085563	ABCB1	protein_coding	2	29	381	54	151	85	27
ENSG00000085644	ZNF213	protein_coding	38	205	395	73	140	85	8
ENSG00000085662	AKR1B1	protein_coding	427	53	3145	47	1131	585	7
ENSG00000085719	CPNE3	protein_coding	128	842	2757	144	304	1072	10
ENSG00000085721	RRN3	protein_coding	69	292	1600	215	316	1065	10
ENSG00000085733	CTTN	protein_coding	387	998	2950	340	416	3946	37
ENSG00000085741	WNT11	protein_coding	1	19	61	15	31	156	8
ENSG00000085760	MTIF2	protein_coding	77	112	1083	113	200	1515	7
ENSG00000085788	DDHD2	protein_coding	56	109	1218	159	238	543	8
ENSG00000085831	TTC39A	protein_coding	35	739	551	59	246	4	18
ENSG00000085832	EPS15	protein_coding	56	439	1706	253	203	1995	48
ENSG00000085840	ORC1	protein_coding	95	75	1787	391	262	1351	2
ENSG00000085871	MGST2	protein_coding	97	216	1594	270	301	415	19
ENSG00000085872	CHERP	protein_coding	118	464	2727	212	384	1537	11
ENSG00000085978	ATG16L1	protein_coding	45	273	991	96	155	687	15
ENSG00000085982	USP40	protein_coding	78	195	833	94	164	386	15
ENSG00000085998	POMGNT1	protein_coding	204	266	1317	244	311	645	9
ENSG00000085999	RAD54L	protein_coding	95	99	1458	159	265	985	8
ENSG00000086015	MAST2	protein_coding	1127	1167	8298	4742	5308	16053	75
ENSG00000086061	DNAJA1	protein_coding	458	775	5478	452	1161	4107	13
ENSG00000086062	B4GALT1	protein_coding	147	438	2227	145	149	3889	32
ENSG00000086065	CHMP5	protein_coding	215	376	1867	212	306	1179	6
ENSG00000086102	NFX1	protein_coding	174	454	1963	562	639	3738	25
ENSG00000086159	AQP6	protein_coding	0	0	8	6	7	0	1
ENSG00000086189	DIMT1	protein_coding	72	115	838	171	238	472	5
ENSG00000086200	IPO11	protein_coding	113	233	1807	229	246	2549	43
ENSG00000086205	FOLH1	protein_coding	3	8	58	4	10	0	9
ENSG00000086232	EIF2AK1	protein_coding	233	782	3528	581	554	2618	31
ENSG00000086288	NME8	protein_coding	4	3	16	0	3	0	6
ENSG00000086289	EPDR1	protein_coding	55	15	777	13	28	548	114
ENSG00000086300	SNX10	protein_coding	14	247	1025	84	77	490	20
ENSG00000086475	SEPHS1	protein_coding	142	380	2547	182	444	814	21
ENSG00000086504	MRPL28	protein_coding	148	262	1584	362	479	882	4
ENSG00000086506	HBQ1	protein_coding	6	8	149	548	299	1	5
ENSG00000086544	ITPKC	protein_coding	59	484	765	146	165	233	8
ENSG00000086548	CEACAM6	protein_coding	7	676	110	16	20	1	4
ENSG00000086570	FAT2	protein_coding	6	10	28	12	11	0	14
ENSG00000086589	RBM22	protein_coding	64	214	894	139	229	1038	6
ENSG00000086598	TMED2	protein_coding	278	832	4695	330	596	1875	10
ENSG00000086619	ERO1B	protein_coding	13	28	339	90	120	99	11
ENSG00000086666	ZFAND6	protein_coding	159	587	3204	254	246	2461	24
ENSG00000086696	HSD17B2	protein_coding	5	6	196	9	12	0	19
ENSG00000086712	TXLNG	protein_coding	53	197	1182	128	251	1904	15
ENSG00000086717	PPEF1	protein_coding	1	12	129	17	87	226	26
ENSG00000086730	LAT2	protein_coding	57	24	1522	29	38	275	25
ENSG00000086758	HUWE1	protein_coding	603	1972	10244	968	1621	18963	35
ENSG00000086827	ZW10	protein_coding	130	69	930	135	222	415	7
ENSG00000086848	ALG9	protein_coding	103	67	923	71	142	476	19
ENSG00000086967	MYBPC2	protein_coding	0	5	76	20	17	1	9
ENSG00000086991	NOX4	protein_coding	5	16	176	10	16	16	16
ENSG00000087008	ACOX3	protein_coding	171	207	717	81	166	407	29
ENSG00000087053	MTMR2	protein_coding	54	71	1035	150	139	693	20
ENSG00000087074	PPP1R15A	protein_coding	562	314	1863	732	230	1004	5
ENSG00000087076	HSD17B14	protein_coding	2	35	141	6	89	1	15
ENSG00000087077	TRIP6	protein_coding	326	708	3058	650	517	788	5
ENSG00000087085	ACHE	protein_coding	1	12	43	24	2	0	9
ENSG00000087086	FTL	protein_coding	14376	12418	131364	25257	6394	6458	220
ENSG00000087087	SRRT	protein_coding	266	610	3320	677	690	2083	12
ENSG00000087088	BAX	protein_coding	349	285	1783	231	815	878	2
ENSG00000087095	NLK	protein_coding	62	307	1289	197	154	1515	30
ENSG00000087111	PIGS	protein_coding	177	392	2640	471	561	808	8
ENSG00000087116	ADAMTS2	protein_coding	18	42	508	30	197	27	72
ENSG00000087128	TMPRSS11E	protein_coding	0	1	1	0	1	0	7
ENSG00000087152	ATXN7L3	protein_coding	273	363	2138	252	553	820	13
ENSG00000087157	PGS1	protein_coding	110	211	1840	351	491	2063	32
ENSG00000087191	PSMC5	protein_coding	335	1680	4449	423	850	1355	4
ENSG00000087206	UIMC1	protein_coding	108	265	1388	174	446	1626	57
ENSG00000087237	CETP	protein_coding	1	4	96	0	3	104	11
ENSG00000087245	MMP2	protein_coding	51	80	1854	110	95	4	34
ENSG00000087250	MT3	protein_coding	1	2	35	0	0	0	2
ENSG00000087253	LPCAT2	protein_coding	34	33	572	86	66	7	15
ENSG00000087258	GNAO1	protein_coding	23	17	227	17	24	149	51
ENSG00000087263	OGFOD1	protein_coding	49	131	1158	140	224	1063	11
ENSG00000087266	SH3BP2	protein_coding	165	450	1240	177	279	588	53
ENSG00000087269	NOP14	protein_coding	566	449	4553	651	1730	1664	7
ENSG00000087274	ADD1	protein_coding	358	697	3641	360	470	769	41
ENSG00000087299	L2HGDH	protein_coding	34	132	1015	65	177	1096	10
ENSG00000087301	TXNDC16	protein_coding	53	240	779	194	319	596	10
ENSG00000087302	RTRAF	protein_coding	516	867	5110	377	968	2445	12
ENSG00000087303	NID2	protein_coding	13	25	888	12	83	235	16
ENSG00000087338	GMCL1	protein_coding	65	123	1004	96	144	905	26
ENSG00000087365	SF3B2	protein_coding	542	929	5807	745	993	2568	16
ENSG00000087448	KLHL42	protein_coding	72	142	982	104	144	607	36
ENSG00000087460	GNAS	protein_coding	1191	6729	21527	986	2246	4833	109
ENSG00000087470	DNM1L	protein_coding	189	288	2508	238	394	2051	20
ENSG00000087494	PTHLH	protein_coding	14	7	39	4	9	0	4
ENSG00000087495	PHACTR3	protein_coding	7	39	523	7	22	1	73
ENSG00000087502	ERGIC2	protein_coding	50	208	1586	192	267	1522	14
ENSG00000087510	TFAP2C	protein_coding	34	675	859	32	50	613	1
ENSG00000087586	AURKA	protein_coding	340	383	2331	275	358	2409	6
ENSG00000087589	CASS4	protein_coding	5	47	135	145	28	11	21
ENSG00000087842	PIR	protein_coding	21	125	798	62	64	1147	14
ENSG00000087884	AAMDC	protein_coding	211	459	1197	112	637	259	433
ENSG00000087903	RFX2	protein_coding	140	169	884	164	199	367	82
ENSG00000087995	METTL2A	protein_coding	136	543	1499	168	440	901	5
ENSG00000088002	SULT2B1	protein_coding	15	394	420	51	49	243	29
ENSG00000088035	ALG6	protein_coding	61	119	882	100	350	1164	14
ENSG00000088038	CNOT3	protein_coding	105	362	999	189	304	544	7
ENSG00000088053	GP6	protein_coding	1	7	73	55	12	124	9
ENSG00000088179	PTPN4	protein_coding	50	240	1126	116	184	1191	52
ENSG00000088205	DDX18	protein_coding	78	213	1866	245	355	1300	8
ENSG00000088247	KHSRP	protein_coding	278	310	3636	527	926	1742	23
ENSG00000088256	GNA11	protein_coding	545	334	1564	188	576	338	24
ENSG00000088280	ASAP3	protein_coding	164	89	482	197	132	187	25
ENSG00000088298	EDEM2	protein_coding	33	89	711	71	70	483	8
ENSG00000088305	DNMT3B	protein_coding	66	54	1663	196	139	683	22
ENSG00000088320	REM1	protein_coding	2	0	27	1	1	0	2
ENSG00000088325	TPX2	protein_coding	429	460	4879	503	474	4069	16
ENSG00000088340	FER1L4	pseudogene	16	316	292	3	34	28	17
ENSG00000088356	PDRG1	protein_coding	262	228	1838	286	411	754	4
ENSG00000088367	EPB41L1	protein_coding	83	331	1235	114	153	2032	37
ENSG00000088386	SLC15A1	protein_coding	0	3	58	2	16	1	10
ENSG00000088387	DOCK9	protein_coding	231	310	1725	211	255	1684	106
ENSG00000088448	ANKRD10	protein_coding	214	230	2822	286	264	2398	9
ENSG00000088451	TGDS	protein_coding	50	59	805	89	246	535	7
ENSG00000088538	DOCK3	protein_coding	34	101	742	130	254	85	405
ENSG00000088543	C3orf18	protein_coding	48	20	374	38	72	44	4
ENSG00000088682	COQ9	protein_coding	6	11	299	70	91	699	2
ENSG00000088726	TMEM40	protein_coding	1	24	111	8	36	30	26
ENSG00000088727	KIF9	protein_coding	75	127	769	230	356	355	23
ENSG00000088756	ARHGAP28	protein_coding	15	8	162	16	35	60	33
ENSG00000088766	CRLS1	protein_coding	88	160	2036	232	327	470	9
ENSG00000088808	PPP1R13B	protein_coding	79	830	889	44	314	751	35
ENSG00000088812	ATRN	protein_coding	75	263	2050	101	165	243	88
ENSG00000088826	SMOX	protein_coding	52	48	1016	60	59	1177	24
ENSG00000088827	SIGLEC1	protein_coding	10	14	48	15	20	3	13
ENSG00000088832	FKBP1A	protein_coding	550	476	5148	368	687	303	32
ENSG00000088833	NSFL1C	protein_coding	239	207	2621	406	484	341	5
ENSG00000088836	SLC4A11	protein_coding	102	19	253	5	110	56	4
ENSG00000088854	C20orf194	protein_coding	126	214	1404	322	476	153	60
ENSG00000088876	ZNF343	protein_coding	6	2	71	6	4	1	3
ENSG00000088881	EBF4	protein_coding	95	55	284	15	73	26	20
ENSG00000088882	CPXM1	protein_coding	3	4	182	8	7	0	2
ENSG00000088888	MAVS	protein_coding	730	1473	4993	392	649	1449	27
ENSG00000088899	LZTS3	protein_coding	16	10	261	24	68	25	8
ENSG00000088926	F11	protein_coding	1	1	185	1	8	0	2
ENSG00000088930	XRN2	protein_coding	135	517	3629	255	361	1649	22
ENSG00000088970	KIZ	protein_coding	25	112	1090	70	111	1294	23
ENSG00000088986	DYNLL1	protein_coding	2071	1703	14008	1785	4277	2359	38
ENSG00000088992	TESC	protein_coding	7	61	1169	197	142	88	25
ENSG00000089006	SNX5	protein_coding	309	595	4980	632	1161	2053	7
ENSG00000089009	RPL6	protein_coding	996	1896	12515	1730	3036	3379	45
ENSG00000089012	SIRPG	protein_coding	0	2	3	1	1	0	3
ENSG00000089022	MAPKAPK5	protein_coding	135	273	1755	193	271	982	23
ENSG00000089041	P2RX7	protein_coding	15	9	416	90	23	0	18
ENSG00000089048	ESF1	protein_coding	30	74	952	69	105	635	14
ENSG00000089050	RBBP9	protein_coding	88	104	993	64	147	39	4
ENSG00000089053	ANAPC5	protein_coding	215	638	4517	677	1073	3427	38
ENSG00000089057	SLC23A2	protein_coding	65	153	2109	72	237	821	40
ENSG00000089060	SLC8B1	protein_coding	311	191	1325	288	206	1392	31
ENSG00000089063	TMEM230	protein_coding	218	268	3877	295	670	701	17
ENSG00000089091	DZANK1	protein_coding	14	49	180	11	53	66	22
ENSG00000089094	KDM2B	protein_coding	78	351	3069	265	497	1180	64
ENSG00000089101	CFAP61	protein_coding	34	15	79	17	75	8	63
ENSG00000089116	LHX5	protein_coding	0	0	28	3	0	0	3
ENSG00000089123	TASP1	protein_coding	35	251	1370	123	150	966	36
ENSG00000089127	OAS1	protein_coding	30	91	613	27	47	449	11
ENSG00000089154	GCN1	protein_coding	525	1207	6432	1214	1416	6070	20
ENSG00000089157	RPLP0	protein_coding	5022	10922	72240	10696	9426	8635	71
ENSG00000089159	PXN	protein_coding	514	761	2364	208	181	819	41
ENSG00000089163	SIRT4	protein_coding	2	33	53	15	14	9	8
ENSG00000089169	RPH3A	protein_coding	10	2	60	12	18	4	94
ENSG00000089177	KIF16B	protein_coding	37	311	887	88	148	535	47
ENSG00000089195	TRMT6	protein_coding	44	74	673	49	187	352	7
ENSG00000089199	CHGB	protein_coding	0	0	21	0	0	0	3
ENSG00000089220	PEBP1	protein_coding	535	1139	9723	839	1584	1588	11
ENSG00000089225	TBX5	protein_coding	1	4	11	0	2	1	19
ENSG00000089234	BRAP	protein_coding	62	217	924	150	179	658	13
ENSG00000089248	ERP29	protein_coding	489	1035	5894	829	857	867	10
ENSG00000089250	NOS1	protein_coding	12	11	47	8	107	50	68
ENSG00000089280	FUS	protein_coding	579	1203	10370	1157	1861	7650	6
ENSG00000089289	IGBP1	protein_coding	178	705	2019	191	267	1348	12
ENSG00000089327	FXYD5	protein_coding	106	45	1244	374	64	813	22
ENSG00000089335	ZNF302	protein_coding	56	126	457	16	129	90	0
ENSG00000089351	GRAMD1A	protein_coding	245	312	2254	535	616	1044	21
ENSG00000089356	FXYD3	protein_coding	65	4912	1364	122	123	163	2
ENSG00000089472	HEPH	protein_coding	2	11	173	200	14	6	28
ENSG00000089486	CDIP1	protein_coding	75	34	1295	23	300	375	8
ENSG00000089505	CMTM1	protein_coding	4	36	233	22	11	59	6
ENSG00000089558	KCNH4	protein_coding	0	3	86	10	44	2	9
ENSG00000089597	GANAB	protein_coding	767	1147	10886	1062	1673	4152	11
ENSG00000089639	GMIP	protein_coding	94	228	772	91	59	297	11
ENSG00000089682	RBM41	protein_coding	45	89	552	39	96	710	10
ENSG00000089685	BIRC5	protein_coding	349	309	3688	426	1314	2024	7
ENSG00000089692	LAG3	protein_coding	2	26	224	10	9	32	0
ENSG00000089693	MLF2	protein_coding	404	505	3396	504	1021	857	13
ENSG00000089723	OTUB2	protein_coding	59	9	104	7	53	0	8
ENSG00000089737	DDX24	protein_coding	203	536	2520	215	363	1951	8
ENSG00000089775	ZBTB25	protein_coding	126	263	956	54	148	1536	20
ENSG00000089818	NECAP1	protein_coding	47	118	773	76	171	404	6
ENSG00000089820	ARHGAP4	protein_coding	111	209	4140	898	243	471	122
ENSG00000089847	ANKRD24	protein_coding	3	20	165	18	30	177	40
ENSG00000089876	DHX32	protein_coding	95	196	699	91	114	1172	26
ENSG00000089902	RCOR1	protein_coding	97	714	2442	240	173	2507	43
ENSG00000089916	GPATCH2L	protein_coding	73	315	1180	106	144	797	16
ENSG00000090006	LTBP4	protein_coding	264	258	1976	400	415	1270	27
ENSG00000090013	BLVRB	protein_coding	197	2158	1981	1297	296	875	18
ENSG00000090020	SLC9A1	protein_coding	99	497	1190	120	173	588	28
ENSG00000090054	SPTLC1	protein_coding	123	314	1105	193	231	1576	23
ENSG00000090060	PAPOLA	protein_coding	219	1183	4203	361	579	2758	38
ENSG00000090061	CCNK	protein_coding	42	466	1359	101	128	528	14
ENSG00000090097	PCBP4	protein_coding	196	55	1120	42	105	121	3
ENSG00000090104	RGS1	protein_coding	19	34	82	25	41	0	2
ENSG00000090238	YPEL3	protein_coding	127	1250	1257	115	186	155	16
ENSG00000090263	MRPS33	protein_coding	469	563	3403	607	1692	366	2
ENSG00000090266	NDUFB2	protein_coding	3120	4094	20285	4429	7896	1408	5
ENSG00000090273	NUDC	protein_coding	458	583	5573	939	1070	2107	28
ENSG00000090316	MAEA	protein_coding	295	325	2301	425	516	755	51
ENSG00000090339	ICAM1	protein_coding	75	42	1366	158	44	124	13
ENSG00000090372	STRN4	protein_coding	703	466	2225	419	809	624	9
ENSG00000090376	IRAK3	protein_coding	6	14	138	34	48	31	11
ENSG00000090382	LYZ	protein_coding	41	96	6862	210	68	19	37
ENSG00000090402	SI	protein_coding	0	4	5	1	6	36	3
ENSG00000090432	MUL1	protein_coding	191	149	1162	118	199	217	1
ENSG00000090447	TFAP4	protein_coding	27	59	545	26	112	640	9
ENSG00000090470	PDCD7	protein_coding	74	90	997	87	104	638	9
ENSG00000090487	SPG21	protein_coding	114	621	2922	240	265	1201	15
ENSG00000090512	FETUB	protein_coding	0	0	34	1	0	0	3
ENSG00000090520	DNAJB11	protein_coding	34	55	469	62	67	875	8
ENSG00000090530	P3H2	protein_coding	106	25	735	29	48	22	22
ENSG00000090534	THPO	protein_coding	0	0	35	1	2	0	0
ENSG00000090539	CHRD	protein_coding	4	22	212	11	47	64	4
ENSG00000090554	FLT3LG	protein_coding	71	41	2201	112	381	124	11
ENSG00000090565	RAB11FIP3	protein_coding	107	527	2201	201	341	1350	62
ENSG00000090581	GNPTG	protein_coding	140	255	1588	167	271	672	9
ENSG00000090612	ZNF268	protein_coding	57	104	473	80	60	524	8
ENSG00000090615	GOLGA3	protein_coding	159	883	2326	314	355	1566	37
ENSG00000090621	PABPC4	protein_coding	248	487	4784	568	618	3846	28
ENSG00000090659	CD209	protein_coding	3	6	14	4	3	0	2
ENSG00000090661	CERS4	protein_coding	62	407	955	68	116	28	22
ENSG00000090674	MCOLN1	protein_coding	80	49	159	47	67	187	8
ENSG00000090686	USP48	protein_coding	109	402	2174	522	376	1985	53
ENSG00000090776	EFNB1	protein_coding	13	29	941	23	158	94	7
ENSG00000090857	PDPR	protein_coding	80	509	2180	205	237	1314	29
ENSG00000090861	AARS	protein_coding	264	1167	6112	1254	877	3867	15
ENSG00000090863	GLG1	protein_coding	224	1096	5521	304	407	3654	82
ENSG00000090889	KIF4A	protein_coding	140	173	2078	165	272	2360	27
ENSG00000090905	TNRC6A	protein_coding	96	636	3030	260	424	3892	81
ENSG00000090924	PLEKHG2	protein_coding	106	229	1253	137	154	712	11
ENSG00000090932	DLL3	protein_coding	4	8	346	94	363	57	1
ENSG00000090971	NAT14	protein_coding	328	333	2491	603	1069	84	2
ENSG00000090975	PITPNM2	protein_coding	68	97	1130	76	93	1784	54
ENSG00000090989	EXOC1	protein_coding	82	208	847	122	123	457	6
ENSG00000091009	RBM27	protein_coding	64	291	1217	206	221	2316	11
ENSG00000091039	OSBPL8	protein_coding	114	394	2227	251	364	2742	32
ENSG00000091073	DTX2	protein_coding	199	337	1269	202	168	588	21
ENSG00000091106	NLRC4	protein_coding	0	11	16	2	3	0	18
ENSG00000091127	PUS7	protein_coding	133	259	2246	461	420	2521	22
ENSG00000091128	LAMB4	protein_coding	1	42	46	28	22	6	22
ENSG00000091129	NRCAM	protein_coding	15	3011	1224	86	105	62	59
ENSG00000091136	LAMB1	protein_coding	142	117	3944	120	177	1242	11
ENSG00000091137	SLC26A4	protein_coding	1	0	26	13	22	16	5
ENSG00000091138	SLC26A3	protein_coding	12	27	173	50	62	292	11
ENSG00000091140	DLD	protein_coding	213	514	3212	609	470	2508	16
ENSG00000091157	WDR7	protein_coding	18	111	688	63	116	629	75
ENSG00000091164	TXNL1	protein_coding	171	291	2494	199	214	601	11
ENSG00000091181	IL5RA	protein_coding	2	6	37	36	21	7	7
ENSG00000091262	ABCC6	protein_coding	12	30	1131	37	70	289	16
ENSG00000091317	CMTM6	protein_coding	107	227	1250	89	166	566	3
ENSG00000091409	ITGA6	protein_coding	385	114	2283	69	187	485	19
ENSG00000091428	RAPGEF4	protein_coding	28	55	340	29	89	468	61
ENSG00000091436	MAP3K20	protein_coding	106	365	1310	308	290	2116	33
ENSG00000091482	SMPX	protein_coding	1	0	9	0	3	0	5
ENSG00000091483	FH	protein_coding	227	225	3315	549	409	2205	6
ENSG00000091490	SEL1L3	protein_coding	8	81	622	132	66	690	33
ENSG00000091513	TF	protein_coding	145	317	38338	282	276	17	30
ENSG00000091527	CDV3	protein_coding	190	1460	4947	285	409	1826	16
ENSG00000091536	MYO15A	protein_coding	8	36	151	15	24	50	22
ENSG00000091542	ALKBH5	protein_coding	161	489	2423	276	618	2035	24
ENSG00000091583	APOH	protein_coding	128	241	20811	218	225	23	52
ENSG00000091592	NLRP1	protein_coding	52	27	663	150	144	218	57
ENSG00000091622	PITPNM3	protein_coding	130	70	333	16	51	675	69
ENSG00000091640	SPAG7	protein_coding	186	428	1871	135	358	799	5
ENSG00000091651	ORC6	protein_coding	94	58	1088	176	269	973	9
ENSG00000091656	ZFHX4	protein_coding	20	31	227	48	161	0	28
ENSG00000091664	SLC17A6	protein_coding	0	0	3	0	16	1	2
ENSG00000091704	CPA1	protein_coding	0	4	20	1	2	0	0
ENSG00000091732	ZC3HC1	protein_coding	82	83	1168	243	271	1058	6
ENSG00000091831	ESR1	protein_coding	102	3754	1769	158	220	16	83
ENSG00000091844	RGS17	protein_coding	6	261	224	9	98	12	23
ENSG00000091879	ANGPT2	protein_coding	0	9	26	6	5	0	8
ENSG00000091947	TMEM101	protein_coding	263	349	1947	448	507	167	5
ENSG00000091972	CD200	protein_coding	5	6	289	8	1	0	6
ENSG00000091986	CCDC80	protein_coding	327	273	1676	389	600	2262	13
ENSG00000092009	CMA1	protein_coding	2	0	7	1	0	0	1
ENSG00000092010	PSME1	protein_coding	484	874	4589	227	273	2161	13
ENSG00000092020	PPP2R3C	protein_coding	99	186	1315	94	235	534	13
ENSG00000092036	HAUS4	protein_coding	40	134	534	59	108	947	8
ENSG00000092051	JPH4	protein_coding	0	1	39	1	7	0	5
ENSG00000092054	MYH7	protein_coding	1	0	0	1	0	3	11
ENSG00000092067	CEBPE	protein_coding	2	1	147	7	0	0	3
ENSG00000092068	SLC7A8	protein_coding	14	41	283	66	62	62	22
ENSG00000092094	OSGEP	protein_coding	175	200	1208	244	322	869	12
ENSG00000092096	SLC22A17	protein_coding	8	53	257	15	86	0	4
ENSG00000092098	RNF31	protein_coding	209	644	2215	187	358	787	8
ENSG00000092108	SCFD1	protein_coding	87	318	2211	194	385	1342	17
ENSG00000092140	G2E3	protein_coding	336	571	2458	965	1229	2750	6
ENSG00000092148	HECTD1	protein_coding	276	1187	4353	384	567	4919	30
ENSG00000092199	HNRNPC	protein_coding	1472	3054	18596	2779	5093	5993	38
ENSG00000092200	RPGRIP1	protein_coding	0	34	63	37	50	17	38
ENSG00000092201	SUPT16H	protein_coding	198	446	2803	385	888	4048	10
ENSG00000092203	TOX4	protein_coding	91	353	1321	152	308	762	12
ENSG00000092208	GEMIN2	protein_coding	29	83	553	80	171	294	7
ENSG00000092295	TGM1	protein_coding	4	13	70	5	10	37	5
ENSG00000092330	TINF2	protein_coding	49	324	854	89	122	368	5
ENSG00000092345	DAZL	protein_coding	6	3	33	19	15	9	7
ENSG00000092377	TBL1Y	protein_coding	3	7	239	9	5	8	20
ENSG00000092421	SEMA6A	protein_coding	23	61	1420	27	115	1	15
ENSG00000092439	TRPM7	protein_coding	117	1030	2893	236	221	3662	45
ENSG00000092445	TYRO3	protein_coding	40	61	1361	115	194	701	10
ENSG00000092470	WDR76	protein_coding	79	95	1389	171	135	1970	21
ENSG00000092529	CAPN3	protein_coding	28	99	2163	280	682	107	13
ENSG00000092531	SNAP23	protein_coding	128	182	1449	433	303	895	29
ENSG00000092607	TBX15	protein_coding	3	14	178	35	16	25	17
ENSG00000092621	PHGDH	protein_coding	123	506	8975	594	2576	2030	36
ENSG00000092758	COL9A3	protein_coding	20	75	3004	56	125	416	14
ENSG00000092820	EZR	protein_coding	725	832	3503	475	397	2789	33
ENSG00000092841	MYL6	protein_coding	755	3118	7010	632	774	1546	35
ENSG00000092847	AGO1	protein_coding	68	248	1910	262	150	792	17
ENSG00000092850	TEKT2	protein_coding	1	2	6	0	22	0	0
ENSG00000092853	CLSPN	protein_coding	141	133	1456	215	318	1874	25
ENSG00000092871	RFFL	protein_coding	63	216	1087	103	108	743	35
ENSG00000092929	UNC13D	protein_coding	769	192	1140	995	38	1012	17
ENSG00000092931	MFSD11	protein_coding	20	175	807	154	384	738	22
ENSG00000092964	DPYSL2	protein_coding	131	267	2496	128	169	1383	49
ENSG00000092969	TGFB2	protein_coding	118	49	570	34	24	29	23
ENSG00000092978	GPATCH2	protein_coding	93	690	1044	49	183	1319	17
ENSG00000093000	NUP50	protein_coding	72	250	1790	138	232	1133	12
